timestamp,asset,action,shares,price,pnl
2026-03-29T02:30:00.530386100+00:00,BTC,BUY_UP,35.3535,0.4400,0.0000
2026-03-29T02:30:47.171019800+00:00,ETH,BUY_UP,35.3535,0.3800,0.0000
2026-03-29T02:30:47.262642400+00:00,SOL,BUY_UP,35.3535,0.4100,0.0000
2026-03-29T02:30:47.356601400+00:00,XRP,BUY_UP,35.3535,0.4100,0.0000
2026-03-29T02:38:07.824577800+00:00,SOL,BUY_DOWN,35.3535,0.3700,0.0000
2026-03-29T02:39:04.307671600+00:00,BTC,BUY_DOWN,35.3535,0.4400,0.0000
2026-03-29T02:39:39.685978800+00:00,ETH,BUY_DOWN,35.3535,0.4500,0.0000
2026-03-29T02:40:38.611124200+00:00,XRP,BUY_DOWN,35.3535,0.3900,0.0000
2026-03-29T02:45:00.563842300+00:00,BTC,BUY_UP,35.3535,0.4200,0.0000
2026-03-29T02:45:00.660276400+00:00,ETH,BUY_UP,35.3535,0.4500,0.0000
2026-03-29T02:45:02.195389+00:00,XRP,BUY_UP,35.3535,0.4500,0.0000
2026-03-29T02:45:16.727090500+00:00,SOL,BUY_UP,35.3535,0.4500,0.0000
2026-03-29T02:49:26.623110900+00:00,XRP,BUY_DOWN,35.3535,0.4400,0.0000
2026-03-29T02:49:30.399508400+00:00,ETH,BUY_DOWN,35.3535,0.4000,0.0000
2026-03-29T02:49:38.425658600+00:00,SOL,BUY_DOWN,35.3535,0.4400,0.0000
2026-03-29T02:50:04.352430100+00:00,BTC,BUY_DOWN,35.3535,0.4500,0.0000
2026-03-29T03:00:00.386367800+00:00,BTC,BUY_UP,35.3535,0.3900,0.0000
2026-03-29T03:00:00.485559800+00:00,ETH,BUY_UP,35.3535,0.4400,0.0000
2026-03-29T03:00:00.586159500+00:00,SOL,BUY_UP,35.3535,0.4400,0.0000
2026-03-29T03:00:45.090379600+00:00,XRP,BUY_UP,35.3535,0.4500,0.0000
2026-03-29T03:02:51.209631900+00:00,SOL,BUY_DOWN,35.3535,0.4300,0.0000
2026-03-29T03:08:44.033618300+00:00,ETH,BUY_DOWN,35.3535,0.4300,0.0000
2026-03-29T03:08:44.402517700+00:00,XRP,BUY_DOWN,35.3535,0.3900,0.0000
2026-03-29T03:10:00.543451700+00:00,BTC,DANGER_SELL_Up,35.3535,0.3200,-4.5960
2026-03-29T03:15:02.143022+00:00,ETH,BUY_UP,35.0286,0.4500,0.0000
2026-03-29T03:15:05.955400200+00:00,SOL,BUY_UP,35.0286,0.4400,0.0000
2026-03-29T03:15:07.586338600+00:00,BTC,BUY_UP,56.3192,0.4000,0.0000
2026-03-29T03:15:13.751595600+00:00,ETH,BUY_DOWN,35.0286,0.3900,0.0000
2026-03-29T03:15:13.942275500+00:00,SOL,BUY_DOWN,35.0286,0.3300,0.0000
2026-03-29T03:15:14.141042600+00:00,XRP,BUY_DOWN,35.0286,0.3300,0.0000
2026-03-29T03:15:21.820148600+00:00,BTC,BUY_DOWN,56.3192,0.4800,0.0000
