timestamp,asset,action,shares,price,pnl
2026-03-27T10:45:47.546122500+00:00,BTC,BUY_UP,20.1288,0.5100,0.0000
2026-03-27T10:54:05.591181400+00:00,ETH,CLOSE_Down,25.2525,0.1700,-9.0909
2026-03-27T10:54:09.743043300+00:00,BTC,CLOSE_Down,20.1288,0.1100,-8.2528
2026-03-27T10:54:22.568128500+00:00,SOL,CLOSE_Down,35.6997,0.1700,-13.5659
2026-03-27T10:54:23.820098900+00:00,XRP,CLOSE_Down,25.2525,0.1700,-9.0909
2026-03-27T11:00:02.131211700+00:00,BTC,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:00:02.237861100+00:00,ETH,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:00:02.353889100+00:00,SOL,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:00:02.459519100+00:00,XRP,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:00:05.062536+00:00,ETH,BUY_DOWN,25.2525,0.4400,0.0000
2026-03-27T11:00:05.171405400+00:00,SOL,BUY_UP,41.0509,0.5600,0.0000
2026-03-27T11:00:07.118639100+00:00,XRP,BUY_UP,41.0509,0.5600,0.0000
2026-03-27T11:00:08.676009200+00:00,BTC,BUY_UP,35.6997,0.5500,0.0000
2026-03-27T11:00:26.467832400+00:00,ETH,BUY_UP,25.2525,0.5300,0.0000
2026-03-27T11:02:13.081825200+00:00,XRP,BUY_DOWN,41.0509,0.4200,0.0000
2026-03-27T11:02:18.523174600+00:00,SOL,BUY_DOWN,41.0509,0.4200,0.0000
2026-03-27T11:02:26.104962700+00:00,BTC,BUY_DOWN,35.6997,0.4300,0.0000
2026-03-27T11:09:33.065004600+00:00,XRP,CLOSE_Up,41.0509,0.1700,-10.2627
2026-03-27T11:10:34.635148300+00:00,SOL,CLOSE_Up,41.0509,0.1500,-11.0837
2026-03-27T11:13:04.559146800+00:00,BTC,CLOSE_Up,35.6997,0.1500,-9.9959
2026-03-27T11:13:08.850049600+00:00,ETH,CLOSE_Up,25.2525,0.0900,-9.0909
2026-03-27T11:15:01.523437700+00:00,BTC,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:15:01.631513+00:00,ETH,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:15:01.738418600+00:00,SOL,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:15:01.844809500+00:00,XRP,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:15:04.665615100+00:00,SOL,BUY_DOWN,15.0542,0.5100,0.0000
2026-03-27T11:15:04.768803800+00:00,XRP,BUY_DOWN,10.0160,0.5000,0.0000
2026-03-27T11:15:06.659637400+00:00,XRP,BUY_UP,10.0160,0.4700,0.0000
2026-03-27T11:15:08.587087300+00:00,ETH,BUY_UP,25.2525,0.5300,0.0000
2026-03-27T11:15:11.217394800+00:00,BTC,BUY_UP,15.0542,0.5100,0.0000
2026-03-27T11:15:20.403274700+00:00,BTC,BUY_DOWN,15.0542,0.4500,0.0000
2026-03-27T11:15:20.665290300+00:00,ETH,BUY_DOWN,25.2525,0.4500,0.0000
2026-03-27T11:18:13.200413500+00:00,SOL,BUY_UP,15.0542,0.4700,0.0000
2026-03-27T11:24:01.443450+00:00,XRP,CLOSE_Down,10.0160,0.1600,-3.2051
2026-03-27T11:26:09.421079200+00:00,BTC,CLOSE_Up,15.0542,0.1600,-4.6668
2026-03-27T11:26:24.706526600+00:00,ETH,CLOSE_Up,25.2525,0.1600,-7.3232
2026-03-27T11:27:19.185120200+00:00,SOL,CLOSE_Up,15.0542,0.1700,-5.1184
2026-03-27T11:30:01.257104600+00:00,BTC,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:30:01.363137700+00:00,ETH,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:30:01.465536+00:00,SOL,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:30:03.812486900+00:00,BTC,BUY_DOWN,30.4383,0.5300,0.0000
2026-03-27T11:30:03.919456700+00:00,ETH,BUY_DOWN,10.0160,0.4900,0.0000
2026-03-27T11:30:04.023268+00:00,SOL,BUY_DOWN,5.0020,0.4900,0.0000
2026-03-27T11:30:06.899857200+00:00,XRP,BUY_DOWN,35.3535,0.4400,0.0000
2026-03-27T11:31:10.172665200+00:00,ETH,BUY_UP,10.0160,0.4600,0.0000
2026-03-27T11:31:46.478651800+00:00,BTC,BUY_UP,30.4383,0.4300,0.0000
2026-03-27T11:31:51.370681400+00:00,SOL,BUY_UP,5.0020,0.4900,0.0000
2026-03-27T11:35:27.025279700+00:00,XRP,BUY_UP,35.3535,0.4200,0.0000
2026-03-27T11:39:01.381542400+00:00,XRP,CLOSE_Down,35.3535,0.1200,-11.6667
2026-03-27T11:39:45.864746300+00:00,ETH,CLOSE_Down,10.0160,0.1700,-3.1050
2026-03-27T11:40:29.372002600+00:00,SOL,CLOSE_Up,5.0020,0.1600,-1.6507
2026-03-27T11:43:17.410297400+00:00,BTC,CLOSE_Up,30.4383,0.1700,-11.2622
2026-03-27T11:45:01.056503200+00:00,XRP,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:45:01.665822500+00:00,BTC,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:45:01.766923200+00:00,ETH,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T11:45:03.538241500+00:00,XRP,BUY_DOWN,10.0160,0.4800,0.0000
2026-03-27T11:45:04.146827500+00:00,BTC,BUY_UP,5.0020,0.4900,0.0000
2026-03-27T11:45:07.852179900+00:00,ETH,BUY_UP,15.0542,0.5100,0.0000
2026-03-27T11:45:16.453702100+00:00,BTC,BUY_DOWN,5.0020,0.4900,0.0000
2026-03-27T11:45:42.621598300+00:00,SOL,BUY_UP,35.3535,0.4500,0.0000
2026-03-27T11:46:20.281915500+00:00,SOL,BUY_DOWN,35.3535,0.4300,0.0000
2026-03-27T11:46:21.287107900+00:00,ETH,BUY_DOWN,15.0542,0.4700,0.0000
2026-03-27T11:54:02.624535800+00:00,ETH,CLOSE_Down,15.0542,0.1700,-5.1184
2026-03-27T11:55:03.728703500+00:00,XRP,DANGER_SELL_Down,10.0160,0.1600,-3.2051
2026-03-27T11:56:12.944610300+00:00,BTC,CLOSE_Down,5.0020,0.1300,-1.8007
2026-03-27T12:00:01.447997600+00:00,BTC,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T12:00:01.584935300+00:00,ETH,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T12:00:01.822450600+00:00,XRP,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T12:00:04.146775+00:00,BTC,BUY_DOWN,15.0542,0.4700,0.0000
2026-03-27T12:00:04.244636600+00:00,ETH,BUY_DOWN,20.1288,0.4600,0.0000
2026-03-27T12:00:06.169349+00:00,SOL,BUY_DOWN,35.3535,0.4500,0.0000
2026-03-27T12:00:12.271753100+00:00,XRP,BUY_UP,20.1288,0.5200,0.0000
2026-03-27T12:00:20.947751600+00:00,ETH,BUY_UP,20.1288,0.5200,0.0000
2026-03-27T12:01:00.912087500+00:00,BTC,BUY_UP,15.0542,0.5100,0.0000
2026-03-27T12:01:42.147055600+00:00,SOL,BUY_UP,35.3535,0.4500,0.0000
2026-03-27T12:09:55.853078700+00:00,SOL,CLOSE_Down,35.3535,0.1800,-9.5455
2026-03-27T12:10:13.148475300+00:00,XRP,DANGER_SELL_Up,20.1288,0.0400,-9.6618
2026-03-27T12:10:40.581511900+00:00,BTC,CLOSE_Down,15.0542,0.1700,-5.1184
2026-03-27T12:11:31.305495700+00:00,ETH,CLOSE_Up,20.1288,0.1700,-5.8374
2026-03-27T12:15:00.886203800+00:00,ETH,BUY_DOWN,35.3535,0.4500,0.0000
2026-03-27T12:15:01.080993200+00:00,XRP,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T12:15:03.145860300+00:00,XRP,BUY_DOWN,25.2525,0.4400,0.0000
2026-03-27T12:15:03.942572900+00:00,SOL,BUY_DOWN,35.3535,0.4500,0.0000
2026-03-27T12:15:13.476465200+00:00,BTC,BUY_DOWN,35.3535,0.4500,0.0000
2026-03-27T12:15:48.246907100+00:00,SOL,BUY_UP,35.3535,0.3800,0.0000
2026-03-27T12:17:03.867115200+00:00,XRP,BUY_UP,25.2525,0.5100,0.0000
2026-03-27T12:17:33.085369300+00:00,BTC,BUY_UP,35.3535,0.4400,0.0000
2026-03-27T12:17:33.306158200+00:00,ETH,BUY_UP,35.3535,0.4200,0.0000
2026-03-27T12:24:11.982554300+00:00,XRP,CLOSE_Down,25.2525,0.1700,-9.0909
2026-03-27T12:25:57.541496600+00:00,BTC,CLOSE_Down,35.3535,0.1700,-9.8990
2026-03-27T12:26:15.003426700+00:00,ETH,CLOSE_Down,35.3535,0.1700,-9.8990
2026-03-27T12:26:17.293645700+00:00,SOL,CLOSE_Down,35.3535,0.1500,-10.6061
2026-03-27T12:30:01.229025+00:00,BTC,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T12:30:01.349743400+00:00,ETH,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T12:30:01.480177200+00:00,SOL,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T12:30:01.581648100+00:00,XRP,EXPIRED,0.0000,0.0000,0.0000
2026-03-27T12:30:04.495138700+00:00,ETH,BUY_UP,46.5068,0.5600,0.0000
2026-03-27T12:30:04.732165600+00:00,XRP,BUY_DOWN,15.0542,0.4700,0.0000
2026-03-27T12:30:05.582045700+00:00,SOL,BUY_UP,25.2525,0.5300,0.0000
2026-03-27T12:30:23.208943500+00:00,XRP,BUY_UP,15.0542,0.5100,0.0000
